Team,#,Pos.,FIFA Popular Name,Birth Date,Shirt Name,Club,Height,Weight,Index Field
Switzerland,19,FW,DRMIC Josip,8/8/1992,DRMIC,VfL Borussia Mönchengladbach (GER),184,78,Switzerland19FW33824
Switzerland,23,MF,SHAQIRI Xherdan,10/10/1991,SHAQIRI,Stoke City FC (ENG),165,78,Switzerland23MF33521
Switzerland,13,DF,RODRIGUEZ Ricardo,8/25/1992,RODRIGUEZ,AC Milan (ITA),180,79,Switzerland13DF33841
Switzerland,14,MF,ZUBER Steven,8/17/1991,ZUBER,TSG 1899 Hoffenheim (GER),182,79,Switzerland14MF33467
Switzerland,1,GK,SOMMER Yann,12/17/1988,SOMMER,VfL Borussia Mönchengladbach (GER),183,81,Switzerland1GK32494
Switzerland,10,MF,XHAKA Granit,9/27/1992,XHAKA,Arsenal FC (ENG),183,82,Switzerland10MF33874
Switzerland,21,GK,BUERKI Roman,11/14/1990,BÜRKI,Borussia Dortmund (GER),188,83,Switzerland21GK33191
Switzerland,22,DF,SCHAER Fabian,12/20/1991,SCHÄR,Deportivo La Coruña (ESP),186,83,Switzerland22DF33592
Switzerland,12,GK,MVOGO Yvon,6/6/1994,MVOGO,RB Leipzig (GER),186,84,Switzerland12GK34491
Switzerland,5,DF,AKANJI Manuel,7/19/1995,AKANJI,Borussia Dortmund (GER),186,85,Switzerland5DF34899
Switzerland,7,FW,EMBOLO Breel,2/14/1997,EMBOLO,FC Schalke 04 (GER),184,86,Switzerland7FW35475
Switzerland,9,FW,SEFEROVIC Haris,2/22/1992,SEFEROVIC,SL Benfica (POR),186,88,Switzerland9FW33656
Switzerland,20,DF,DJOUROU Johan,1/18/1987,DJOUROU,Antalyaspor AS (TUR),192,90,Switzerland20DF31795
Tunisia,23,FW,SLITI Naim,7/27/1992,SLITI,Dijon FCO (FRA),173,65,Tunisia23FW33812
Tunisia,17,MF,SKHIRI Ellyes,5/10/1995,SKHIRI JORIS,Montpellier HSC (FRA),185,69,Tunisia17MF34829
Tunisia,4,DF,MERIAH Yassine,7/2/1993,MERIAH,CS Sfaxien (TUN),183,70,Tunisia4DF34152
Tunisia,9,MF,BADRI Anice,9/18/1990,BADRI,ES Tunis (TUN),178,70,Tunisia9MF33134
Tunisia,20,FW,CHAALELI Ghaylen,2/28/1994,CHAALELI,ES Tunis (TUN),179,70,Tunisia20FW34393
Tunisia,22,GK,HASSEN Mouez,3/5/1995,HASSEN,LB Chateauroux (FRA),186,70,Tunisia22GK34763
Tunisia,18,FW,SRARFI Bassem,6/25/1997,SRARFI,OGC Nice (FRA),176,71,Tunisia18FW35606
Tunisia,12,DF,MAALOUL Ali,1/1/1990,MAALOUL,Al Ahly SC (EGY),170,72,Tunisia12DF32874
Tunisia,19,FW,KHALIFA Saber,10/14/1986,KHALIFA,Club Africain (TUN),185,72,Tunisia19FW31699
Tunisia,3,DF,BEN ALOUANE Yohan,3/28/1987,BEN ALOUANE,Leicester City FC (ENG),185,75,Tunisia3DF31864
Tunisia,11,DF,BRONN Dylan,6/19/1995,BRONN,KAA Gent (BEL),186,75,Tunisia11DF34869
Tunisia,14,MF,BEN AMOR Mohamed,5/3/1992,BEN AMOR,Al Ahli SC (KSA),180,75,Tunisia14MF33727
Tunisia,15,FW,KHALIL Ahmed,12/21/1994,KHALIL,Club Africain (TUN),187,75,Tunisia15FW34689
Tunisia,21,DF,NAGUEZ Hamdi,10/28/1992,NAGUEZ,Zamalek (EGY),186,75,Tunisia21DF33905
Tunisia,5,DF,HADDADI Oussama,1/28/1992,HADDADI,Dijon FCO (FRA),185,76,Tunisia5DF33631
Tunisia,7,FW,KHAOUI Saifeddine,4/27/1995,KHAOUI,ES Troyes (FRA),180,76,Tunisia7FW34816
Tunisia,10,FW,KHAZRI Wahbi,2/8/1991,KHAZRI,Stade Rennais FC (FRA),182,76,Tunisia10FW33277
Tunisia,6,DF,BEDOUI Rami,1/19/1990,BEDOUI,Étoile du Sahel (TUN),187,77,Tunisia6DF32892
Tunisia,8,FW,BEN YOUSSEF Fakhreddine,6/23/1991,BEN YOUSSEF .F,Al Ittifaq FC (KSA),189,80,Tunisia8FW33412
Tunisia,13,MF,SASSI Ferjani,3/18/1992,SASSI,Al Nassr FC (KSA),186,80,Tunisia13MF33681
Tunisia,16,GK,MATHLOUTHI Aymen,9/14/1984,MATHLOUTHI .A,Al Batin FC (KSA),182,84,Tunisia16GK30939
Tunisia,1,GK,BEN MUSTAPHA Farouk,7/1/1989,BEN MUSTAPHA,Al Shabab FC (KSA),192,85,Tunisia1GK32690
Tunisia,2,DF,BEN YOUSSEF Syam,3/31/1989,BEN YOUSSEF .S,Kasimpasa SK (TUR),189,87,Tunisia2DF32598
Uruguay,8,MF,NANDEZ Nahitan,12/28/1995,NANDEZ,CA Boca Juniors (ARG),171,61,Uruguay8MF35061
Uruguay,14,MF,TORREIRA Lucas,2/11/1996,TORREIRA,UC Sampdoria (ITA),168,61,Uruguay14MF35106
Uruguay,10,FW,DE ARRASCAETA Giorgian,6/1/1994,DE ARRASCAETA,Cruzeiro EC (BRA),172,64,Uruguay10FW34486
Uruguay,17,MF,LAXALT Diego,2/7/1993,LAXALT,Genoa CFC (ITA),178,66,Uruguay17MF34007
Uruguay,20,FW,URRETAVISCAYA Jonathan,3/19/1990,URRETAVISCAYA,CF Monterrey (MEX),172,66,Uruguay20FW32951
Uruguay,4,DF,VARELA Guillermo,3/24/1993,VARELA,CA Penarol (URU),173,70,Uruguay4DF34052
Uruguay,3,DF,GODIN Diego,2/16/1986,GODIN,Atletico Madrid (ESP),185,73,Uruguay3DF31459
Uruguay,6,MF,BENTANCUR Rodrigo,6/25/1997,BENTANCUR,Juventus FC (ITA),187,73,Uruguay6MF35606
Uruguay,16,DF,PEREIRA Maximiliano,6/8/1984,M. PEREIRA,FC Porto (POR),173,73,Uruguay16DF30841
Uruguay,1,GK,MUSLERA Fernando,6/16/1986,MUSLERA,Galatasaray SK (TUR),190,74,Uruguay1GK31579
Uruguay,5,MF,SANCHEZ Carlos,12/2/1984,SANCHEZ,CF Monterrey (MEX),171,74,Uruguay5MF31018
Uruguay,13,DF,SILVA Gaston,3/5/1994,G. SILVA,CA Independiente (ARG),185,74,Uruguay13DF34398
Uruguay,22,DF,CACERES Martin,4/7/1987,CACERES,SS Lazio (ITA),178,75,Uruguay22DF31874
Uruguay,2,DF,GIMENEZ Jose,1/20/1995,J.M. GIMENEZ,Atletico Madrid (ESP),185,77,Uruguay2DF34719
Uruguay,11,FW,STUANI Cristhian,10/12/1986,STUANI,Girona FC (ESP),186,78,Uruguay11FW31697
Uruguay,21,FW,CAVANI Edinson,2/14/1987,CAVANI,Paris Saint-Germain FC (FRA),188,78,Uruguay21FW31822
Uruguay,7,MF,RODRIGUEZ Cristian,9/30/1985,C. RODRIGUEZ,CA Penarol (URU),178,79,Uruguay7MF31320
Uruguay,12,GK,CAMPANA Martin,5/29/1989,CAMPAÑA,CA Independiente (ARG),184,79,Uruguay12GK32657
Uruguay,15,MF,VECINO Matias,8/24/1991,VECINO,FC Internazionale (ITA),189,80,Uruguay15MF33474
Uruguay,23,GK,SILVA Martin,3/25/1983,M. SILVA,CR Vasco da Gama (BRA),187,82,Uruguay23GK30400
Uruguay,9,FW,SUAREZ Luis,1/24/1987,SUAREZ,FC Barcelona (ESP),182,85,Uruguay9FW31801
Uruguay,18,FW,GOMEZ Maximiliano,8/14/1996,M. GOMEZ,Celta Vigo (ESP),186,85,Uruguay18FW35291
Uruguay,19,DF,COATES Sebastian,10/7/1990,COATES,Sporting CP (POR),196,89,Uruguay19DF33153
